Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mozambique,MOZ,520,540,600,670,690,640,530,470,460,490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Myanmar,MMR,620,800,990,1160,1210,1170,1200,1180,1220,1270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Namibia,NAM,4500,5130,5730,5950,5790,5310,4740,4620,4920,5170
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nauru,NRU,..,..,8870,13000,14920,13690,12720,12310,14500,16230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nepal,NPL,540,630,770,860,880,890,880,990,1120,1230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Netherlands,NLD,54070,54590,52980,52980,52000,49850,46930,47160,51320,53230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Zealand,NZL,29680,32230,36700,39930,41680,40660,39440,38870,41650,43050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nicaragua,NIC,1460,1570,1670,1740,1830,1890,1960,2030,1970,1890
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Niger,NER,520,520,550,570,590,560,530,520,570,590
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nigeria,NGA,2150,2180,2440,2690,2940,2820,2430,2090,1960,2030
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,North America,NAC,48694.2773522938,50293.242505786,52633.0427682045,53881.1887148419,55444.9658446565,55719.485041468,55812.9915428196,57603.1608568308,61625.5175728521,63981.255356631
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,North Macedonia,MKD,4740,4840,4770,5030,5220,5130,5000,4940,5500,5890
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Norway,NOR,88490,90330,99110,104190,104370,92910,81370,75650,80320,81670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,OECD members,OED,35473.0932758267,36599.4938791181,37738.3600235708,38375.6590259904,38464.3132270572,37337.112900259,36463.6913208498,36635.2881230442,39044.2267922574,40249.5568725147
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Oman,OMN,16080,18620,22270,23340,21920,20160,18190,16130,16370,16430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Other small states,OSS,11517.4692470171,12467.5563119601,13792.6125988055,14874.3453172267,15086.963106374,14067.4199199528,12934.417024194,12241.049435046,12985.8044122332,13593.4913209056
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pacific island small states,PSS,2962.85178614213,3114.82860798622,3350.95677164451,3730.21379193228,3874.04976920896,3903.55512468782,3936.70067767612,3997.10002724776,4294.99498659611,4354.04335813377
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pakistan,PAK,970,1030,1120,1210,1230,1260,1360,1490,1670,1620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Palau,PLW,11400,12270,12760,12870,14150,15860,16720,16540,17380,16710
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Panama,PAN,7260,8550,9540,10630,11190,12200,12780,13750,14490,14920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Papua New Guinea,PNG,1740,1820,2270,2500,2990,2860,2710,2590,2600,2720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Paraguay,PRY,4050,4440,4750,5500,5800,5640,5420,5370,5600,5510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Peru,PER,4410,4970,5790,6420,6530,6340,6110,6060,6480,6840
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Philippines,PHL,2370,2520,2860,3160,3330,3380,3450,3530,3710,3850
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Poland,POL,12740,12890,13160,13390,13560,13310,12720,12730,14150,15360
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Portugal,PRT,23030,22770,21170,21380,21200,20460,19940,20060,22060,23200
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Post-demographic dividend,PST,40371.8408951775,41709.5332406323,42985.2693484736,43725.7217833669,43847.1410494628,42621.7341887328,41825.613055935,42229.5365401498,45183.0622096081,46718.7638370329
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pre-demographic dividend,PRE,1330.88559077756,1384.52591666128,1548.52205875975,1684.09779161249,1777.49581746513,1665.98891139172,1500.34719355063,1377.17856116137,1354.74985445563,1414.45045383595
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Puerto Rico,PRI,16920,17670,18680,19170,19280,19420,19710,20000,21080,22060
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Qatar,QAT,63620,66950,72880,79390,80890,73440,64550,56920,58830,61180
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Romania,ROU,8640,8650,8760,9320,9700,9600,9620,10110,11430,12620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Russian Federation,RUS,9980,11060,13490,15190,14630,11780,9730,9210,10250,11280
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Rwanda,RWA,600,650,700,720,740,750,740,730,780,830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Samoa,WSM,3450,3630,3660,3800,3820,3960,4110,4070,4050,4230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sao Tome and Principe,STP,1130,1180,1230,1430,1630,1650,1690,1700,1870,1950
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Saudi Arabia,SAU,18750,20880,24040,25440,25550,23710,21610,19990,21860,23220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Senegal,SEN,1330,1300,1320,1340,1370,1310,1270,1280,1390,1440
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Serbia,SRB,6220,6190,6080,6460,6240,5960,5700,5570,6410,7040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Seychelles,SYC,10220,10570,11540,12700,13310,14160,14240,14660,15960,16680
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sierra Leone,SLE,420,430,530,660,700,550,490,520,490,530
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Singapore,SGP,44930,48250,51710,54460,56380,53160,53250,54590,56670,58060
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,27540,28670,29560,30890,28210,27510,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovak Republic,SVK,17550,17510,17760,18200,18280,17700,16790,16620,18340,19250
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovenia,SVN,24620,24630,23260,23240,23620,22270,21790,22140,24640,25980
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Small states,SST,10476.2691136552,11168.907841799,12314.1912097134,13233.2146912187,13413.0934383473,12664.4162171653,11724.8490092176,11215.0034581726,11853.4132770631,12395.7173184007
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Solomon Islands,SLB,1470,1620,1820,2160,2190,2130,2140,2220,2360,2370
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Somalia,SOM,..,..,..,..,..,400,400,380,400,420
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Africa,ZAF,6880,7760,8370,8070,7370,6610,5990,5910,6340,6670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Asia,SAS,1147.12614306748,1277.12363374592,1390.22022178222,1437.08942963522,1480.67258521246,1525.61781104253,1614.61566647746,1758.40937325533,1951.98246157076,2037.76060180626
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Asia (IDA & IBRD),TSA,1147.12614306748,1277.12363374592,1390.22022178222,1437.08942963522,1480.67258521246,1525.61781104253,1614.61566647746,1758.40937325533,1951.98246157076,2037.76060180626
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Sudan,SSD,..,810,850,1160,1250,1090,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Spain,ESP,31970,31020,29540,29230,29140,28450,27550,27100,29310,30380
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sri Lanka,LKA,2410,2850,3360,3490,3640,3760,3810,3870,4040,4010
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Kitts and Nevis,KNA,15270,15900,16070,17300,17340,17160,17900,18530,19780,21150
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Lucia,LCA,8170,8820,8850,8790,8840,8740,9430,10060,10720,10840
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Vincent and the Grenadines,VCT,6410,6450,6740,6950,6790,6980,7290,7460,7990,8140
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,1500.36435775441,1593.862348593,1728.71494699166,1812.20796857949,1866.58090013421,1760.97481292173,1599.51739435827,1520.84576293031,1524.27666718502,1572.35904053962
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1499.46373709552,1592.98430868862,1727.77160883895,1811.17000358742,1865.5018840775,1759.81137854923,1598.34706572701,1519.64658000748,1522.98116773893,1571.02676903964
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1500.36435775441,1593.862348593,1728.71494699166,1812.20796857949,1866.58090013421,1760.97481292173,1599.51739435827,1520.84576293031,1524.27666718502,1572.35904053962
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sudan,SDN,1420,1610,1660,1670,1840,1920,2160,2420,1390,940
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Suriname,SUR,7620,7920,8550,8950,9260,8890,6940,5940,5970,6190
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sweden,SWE,54630,56700,59090,61800,61870,58420,54360,53030,55690,56420
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Switzerland,CHE,79850,82280,87770,91700,89400,87960,84420,81880,83280,84260
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Syrian Arab Republic,SYR,10800,6200,3070,1480,1200,1020,860,820,930,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tajikistan,TJK,920,1020,1150,1330,1350,1260,1110,1030,1030,1070
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tanzania,TZA,720,770,810,890,970,980,970,970,1030,1100
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Thailand,THA,4580,4950,5520,5720,5760,5710,5700,5970,6610,7250
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Timor-Leste,TLS,2850,3730,3570,3210,2710,2200,1750,1800,1820,2050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Togo,TGO,560,610,590,620,640,640,670,720,880,920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tonga,TON,3370,3810,4320,4540,4600,4440,4410,4590,4800,5150
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Trinidad and Tobago,TTO,16460,14970,16850,18770,18590,19030,16870,16120,16120,16740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tunisia,TUN,4190,4110,4320,4370,4390,4190,3980,3750,3760,3620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkiye,TUR,10490,11310,11960,12600,12630,12030,11260,10970,10510,9690
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkmenistan,TKM,4070,4730,5560,6510,7200,7030,6830,6380,6740,7220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,..,..,23280,25530,27300,26200,28340,30120
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tuvalu,TUV,4520,4790,4520,5690,4760,5580,5300,5070,5820,6240
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uganda,UGA,680,850,830,800,820,830,800,740,750,780
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ukraine,UKR,3030,3150,3650,3950,3560,2800,2360,2360,2750,3310
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Arab Emirates,ARE,33400,35030,39220,42840,44370,42870,40550,39280,41470,43830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Kingdom,GBR,41940,41300,41940,42920,44670,44730,43460,41880,42410,43460
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United States,USA,49150,50620,52790,53990,55800,56620,57140,59250,63490,65970
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Upper middle income,UMC,5857.80589995149,6592.86701166051,7570.09053176867,8313.86375240713,8655.15025353803,8448.80887507529,8244.67029361668,8423.71182877996,9089.93750446567,9635.6995926112
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uruguay,URY,10440,12060,13330,15330,15790,15620,15440,15920,17280,17770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uzbekistan,UZB,1410,1730,2160,2430,2600,2740,2790,2470,2110,1870
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vanuatu,VUT,2600,2800,2830,2960,3000,2820,2830,2900,3170,3440
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Venezuela, RB",VEN,11810,11980,12710,11970,13080,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vietnam,VNM,1360,1610,1970,2190,2380,2460,2570,2700,3030,3280
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,West Bank and Gaza,PSE,2510,2880,3210,3470,3560,3670,3900,3930,4190,4270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,World,WLD,9477.64525233408,9952.74240156392,10539.5019858206,10910.9922389483,11022.9800077011,10664.1215150633,10408.1054443456,10488.5043458623,11178.84798898,11576.7853826017
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Yemen, Rep.",YEM,1200,1080,1260,1440,1460,1200,1160,1080,910,820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zambia,ZMB,1340,1420,1690,1760,1800,1580,1370,1300,1440,1430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zimbabwe,ZWE,700,1060,1260,1320,1370,1390,1390,1350,1350,1210
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,,,,,,,,
Last Updated: 09/19/2022,,,,,,,,,,,,,
