Series Name,Series Code,Country Name,Country Code,2010 [YR2010]
Rural population (% of total population),SP.RUR.TOTL.ZS,Namibia,NAM,58.384
Rural population (% of total population),SP.RUR.TOTL.ZS,Nauru,NRU,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Nepal,NPL,83.232
Rural population (% of total population),SP.RUR.TOTL.ZS,Netherlands,NLD,12.866
Rural population (% of total population),SP.RUR.TOTL.ZS,New Caledonia,NCL,32.898
Rural population (% of total population),SP.RUR.TOTL.ZS,New Zealand,NZL,13.84
Rural population (% of total population),SP.RUR.TOTL.ZS,Nicaragua,NIC,43.083
Rural population (% of total population),SP.RUR.TOTL.ZS,Niger,NER,83.779
Rural population (% of total population),SP.RUR.TOTL.ZS,Nigeria,NGA,56.52
Rural population (% of total population),SP.RUR.TOTL.ZS,North America,NAC,19.2080143628534
Rural population (% of total population),SP.RUR.TOTL.ZS,North Macedonia,MKD,42.911
Rural population (% of total population),SP.RUR.TOTL.ZS,Northern Mariana Islands,MNP,9.051
Rural population (% of total population),SP.RUR.TOTL.ZS,Norway,NOR,20.898
Rural population (% of total population),SP.RUR.TOTL.ZS,Not classified,INX,..
Rural population (% of total population),SP.RUR.TOTL.ZS,OECD members,OED,21.0134174118562
Rural population (% of total population),SP.RUR.TOTL.ZS,Oman,OMN,24.839
Rural population (% of total population),SP.RUR.TOTL.ZS,Other small states,OSS,42.5233433885985
Rural population (% of total population),SP.RUR.TOTL.ZS,Pacific island small states,PSS,63.1415172631947
Rural population (% of total population),SP.RUR.TOTL.ZS,Pakistan,PAK,65.003
Rural population (% of total population),SP.RUR.TOTL.ZS,Palau,PLW,25.183
Rural population (% of total population),SP.RUR.TOTL.ZS,Panama,PAN,34.86
Rural population (% of total population),SP.RUR.TOTL.ZS,Papua New Guinea,PNG,86.981
Rural population (% of total population),SP.RUR.TOTL.ZS,Paraguay,PRY,40.739
Rural population (% of total population),SP.RUR.TOTL.ZS,Peru,PER,23.57
Rural population (% of total population),SP.RUR.TOTL.ZS,Philippines,PHL,54.668
Rural population (% of total population),SP.RUR.TOTL.ZS,Poland,POL,39.108
Rural population (% of total population),SP.RUR.TOTL.ZS,Portugal,PRT,39.433
Rural population (% of total population),SP.RUR.TOTL.ZS,Post-demographic dividend,PST,20.1448612399766
Rural population (% of total population),SP.RUR.TOTL.ZS,Pre-demographic dividend,PRE,63.1275728308208
Rural population (% of total population),SP.RUR.TOTL.ZS,Puerto Rico,PRI,6.175
Rural population (% of total population),SP.RUR.TOTL.ZS,Qatar,QAT,1.499
Rural population (% of total population),SP.RUR.TOTL.ZS,Romania,ROU,46.171
Rural population (% of total population),SP.RUR.TOTL.ZS,Russian Federation,RUS,26.313
Rural population (% of total population),SP.RUR.TOTL.ZS,Rwanda,RWA,83.066
Rural population (% of total population),SP.RUR.TOTL.ZS,Samoa,WSM,79.922
Rural population (% of total population),SP.RUR.TOTL.ZS,San Marino,SMR,4.26000000000001
Rural population (% of total population),SP.RUR.TOTL.ZS,Sao Tome and Principe,STP,35.048
Rural population (% of total population),SP.RUR.TOTL.ZS,Saudi Arabia,SAU,17.916
Rural population (% of total population),SP.RUR.TOTL.ZS,Senegal,SEN,56.227
Rural population (% of total population),SP.RUR.TOTL.ZS,Serbia,SRB,45.007
Rural population (% of total population),SP.RUR.TOTL.ZS,Seychelles,SYC,46.664
Rural population (% of total population),SP.RUR.TOTL.ZS,Sierra Leone,SLE,61.144
Rural population (% of total population),SP.RUR.TOTL.ZS,Singapore,SGP,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Sint Maarten (Dutch part),SXM,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Slovak Republic,SVK,45.315
Rural population (% of total population),SP.RUR.TOTL.ZS,Slovenia,SVN,47.342
Rural population (% of total population),SP.RUR.TOTL.ZS,Small states,SST,45.2126868095131
Rural population (% of total population),SP.RUR.TOTL.ZS,Solomon Islands,SLB,79.952
Rural population (% of total population),SP.RUR.TOTL.ZS,Somalia,SOM,60.69
Rural population (% of total population),SP.RUR.TOTL.ZS,South Africa,ZAF,37.782
Rural population (% of total population),SP.RUR.TOTL.ZS,South Asia,SAS,69.1826327445554
Rural population (% of total population),SP.RUR.TOTL.ZS,South Asia (IDA & IBRD),TSA,69.1826327445554
Rural population (% of total population),SP.RUR.TOTL.ZS,South Sudan,SSD,82.14
Rural population (% of total population),SP.RUR.TOTL.ZS,Spain,ESP,21.558
Rural population (% of total population),SP.RUR.TOTL.ZS,Sri Lanka,LKA,81.774
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Kitts and Nevis,KNA,68.678
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Lucia,LCA,81.55
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Martin (French part),MAF,..
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Vincent and the Grenadines,VCT,51.039
Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,64.0016170971653
Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa (excluding high income),SSA,64.003408252164
Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,64.0016170971653
Rural population (% of total population),SP.RUR.TOTL.ZS,Sudan,SDN,66.911
Rural population (% of total population),SP.RUR.TOTL.ZS,Suriname,SUR,33.656
Rural population (% of total population),SP.RUR.TOTL.ZS,Sweden,SWE,14.944
Rural population (% of total population),SP.RUR.TOTL.ZS,Switzerland,CHE,26.393
Rural population (% of total population),SP.RUR.TOTL.ZS,Syrian Arab Republic,SYR,44.4
Rural population (% of total population),SP.RUR.TOTL.ZS,Tajikistan,TJK,73.48
Rural population (% of total population),SP.RUR.TOTL.ZS,Tanzania,TZA,71.886
Rural population (% of total population),SP.RUR.TOTL.ZS,Thailand,THA,56.144
Rural population (% of total population),SP.RUR.TOTL.ZS,Timor-Leste,TLS,72.268
Rural population (% of total population),SP.RUR.TOTL.ZS,Togo,TGO,62.467
Rural population (% of total population),SP.RUR.TOTL.ZS,Tonga,TON,76.611
Rural population (% of total population),SP.RUR.TOTL.ZS,Trinidad and Tobago,TTO,45.975
Rural population (% of total population),SP.RUR.TOTL.ZS,Tunisia,TUN,33.343
Rural population (% of total population),SP.RUR.TOTL.ZS,Turkiye,TUR,29.175
Rural population (% of total population),SP.RUR.TOTL.ZS,Turkmenistan,TKM,51.509
Rural population (% of total population),SP.RUR.TOTL.ZS,Turks and Caicos Islands,TCA,9.77200000000001
Rural population (% of total population),SP.RUR.TOTL.ZS,Tuvalu,TUV,45.204
Rural population (% of total population),SP.RUR.TOTL.ZS,Uganda,UGA,80.617
Rural population (% of total population),SP.RUR.TOTL.ZS,Ukraine,UKR,31.404
Rural population (% of total population),SP.RUR.TOTL.ZS,United Arab Emirates,ARE,15.913
Rural population (% of total population),SP.RUR.TOTL.ZS,United Kingdom,GBR,18.698
Rural population (% of total population),SP.RUR.TOTL.ZS,United States,USA,19.228
Rural population (% of total population),SP.RUR.TOTL.ZS,Upper middle income,UMC,41.0245546858236
Rural population (% of total population),SP.RUR.TOTL.ZS,Uruguay,URY,5.586
Rural population (% of total population),SP.RUR.TOTL.ZS,Uzbekistan,UZB,49.044
Rural population (% of total population),SP.RUR.TOTL.ZS,Vanuatu,VUT,75.538
Rural population (% of total population),SP.RUR.TOTL.ZS,"Venezuela, RB",VEN,11.917
Rural population (% of total population),SP.RUR.TOTL.ZS,Vietnam,VNM,69.583
Rural population (% of total population),SP.RUR.TOTL.ZS,Virgin Islands (U.S.),VIR,5.40600000000001
Rural population (% of total population),SP.RUR.TOTL.ZS,West Bank and Gaza,PSE,25.851
Rural population (% of total population),SP.RUR.TOTL.ZS,World,WLD,48.3537328336683
Rural population (% of total population),SP.RUR.TOTL.ZS,"Yemen, Rep.",YEM,68.224
Rural population (% of total population),SP.RUR.TOTL.ZS,Zambia,ZMB,60.645
Rural population (% of total population),SP.RUR.TOTL.ZS,Zimbabwe,ZWE,66.804
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Afghanistan,AFG,23.737
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Africa Eastern and Southern,AFE,32.1934098004161
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Africa Western and Central,AFW,41.6258794507234
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Albania,ALB,52.163
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Algeria,DZA,67.54
Urban population (% of total population),SP.URB.TOTL.IN.ZS,American Samoa,ASM,87.594
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Andorra,AND,88.819
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Angola,AGO,59.783
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Antigua and Barbuda,ATG,26.238
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Arab World,ARB,56.4408805184074
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Argentina,ARG,90.849
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Armenia,ARM,63.44
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Aruba,ABW,43.059
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Australia,AUS,85.182
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Austria,AUT,57.399
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Azerbaijan,AZE,53.406
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Bahamas, The",BHS,82.427
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bahrain,BHR,88.634
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bangladesh,BGD,30.462
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Barbados,BRB,31.87
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Belarus,BLR,74.672
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Belgium,BEL,97.651
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Belize,BLZ,45.228
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Benin,BEN,43.093
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bermuda,BMU,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bhutan,BTN,34.793
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bolivia,BOL,66.43
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bosnia and Herzegovina,BIH,45.558
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Botswana,BWA,62.412
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Brazil,BRA,84.335
Urban population (% of total population),SP.URB.TOTL.IN.ZS,British Virgin Islands,VGB,44.814
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Brunei Darussalam,BRN,74.961
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bulgaria,BGR,72.302
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Burkina Faso,BFA,24.633
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Burundi,BDI,10.642
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cabo Verde,CPV,61.821
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cambodia,KHM,20.294
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cameroon,CMR,51.559
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Canada,CAN,80.937
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Caribbean small states,CSS,50.4340222209539
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cayman Islands,CYM,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Central African Republic,CAF,38.904
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Central Europe and the Baltics,CEB,62.0260650244198
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Chad,TCD,21.985
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Channel Islands,CHI,31.054
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Chile,CHL,87.074
Urban population (% of total population),SP.URB.TOTL.IN.ZS,China,CHN,49.226
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Colombia,COL,77.964
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Comoros,COM,27.973
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Congo, Dem. Rep.",COD,40.013
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Congo, Rep.",COG,63.256
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Costa Rica,CRI,71.736
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cote d'Ivoire,CIV,47.33
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Croatia,HRV,55.155
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cuba,CUB,76.597
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Curacao,CUW,89.905
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Cyprus,CYP,67.551
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Czech Republic,CZE,73.255
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Denmark,DNK,86.795
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Djibouti,DJI,76.999
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dominica,DMA,68.094
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Dominican Republic,DOM,73.753
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Early-demographic dividend,EAR,41.9990646900343
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,51.9453370756629
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific (excluding high income),EAP,47.6203642773442
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,47.4581710692733
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Ecuador,ECU,62.69
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Egypt, Arab Rep.",EGY,43.019
Urban population (% of total population),SP.URB.TOTL.IN.ZS,El Salvador,SLV,65.452
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Equatorial Guinea,GNQ,65.94
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Eritrea,ERI,35.175
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Estonia,EST,68.094
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Eswatini,SWZ,22.48
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Ethiopia,ETH,17.319
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Euro area,EMU,75.281698049646
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,70.7712101017393
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia (excluding high income),ECA,66.3148800036255
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,65.1589025427327
Urban population (% of total population),SP.URB.TOTL.IN.ZS,European Union,EUU,72.9723261514084
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Faroe Islands,FRO,40.926
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Fiji,FJI,52.171
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Finland,FIN,83.77
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Fragile and conflict affected situations,FCS,40.1004029620087
Urban population (% of total population),SP.URB.TOTL.IN.ZS,France,FRA,78.369
Urban population (% of total population),SP.URB.TOTL.IN.ZS,French Polynesia,PYF,60.317
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Gabon,GAB,85.533
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Gambia, The",GMB,55.662
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Georgia,GEO,55.535
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Germany,DEU,76.966
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Ghana,GHA,50.713
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Gibraltar,GIB,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Greece,GRC,76.292
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Greenland,GRL,84.383
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Grenada,GRD,35.865
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Guam,GUM,94.099
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Guatemala,GTM,48.403
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Guinea,GIN,33.678
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Guinea-Bissau,GNB,40.111
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Guyana,GUY,26.634
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Haiti,HTI,47.509
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Heavily indebted poor countries (HIPC),HPC,32.4706976826859
Urban population (% of total population),SP.URB.TOTL.IN.ZS,High income,HIC,79.4674932202004
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Honduras,HND,51.885
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Hong Kong SAR, China",HKG,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Hungary,HUN,68.911
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IBRD only,IBD,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Iceland,ISL,93.574
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA & IBRD total,IBT,46.0946993365237
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA blend,IDB,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA only,IDX,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA total,IDA,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,India,IND,30.93
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Indonesia,IDN,49.914
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Iran, Islamic Rep.",IRN,70.626
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Iraq,IRQ,69.103
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Ireland,IRL,61.542
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Isle of Man,IMN,51.994
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Israel,ISR,91.826
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Italy,ITA,68.327
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Jamaica,JAM,53.743
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Japan,JPN,90.812
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Jordan,JOR,86.088
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kazakhstan,KAZ,56.827
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kenya,KEN,23.571
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kiribati,KIR,47.39
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Korea, Dem. People's Rep.",PRK,60.377
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Korea, Rep.",KOR,81.936
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kosovo,XKX,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kuwait,KWT,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Kyrgyz Republic,KGZ,35.306
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lao PDR,LAO,30.064
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Late-demographic dividend,LTE,55.3073647072334
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,78.545693662852
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & Caribbean (excluding high income),LAC,77.7397083252354
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,78.5031591292819
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latvia,LVA,67.841
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Least developed countries: UN classification,LDC,29.4667282907236
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lebanon,LBN,87.334
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lesotho,LSO,24.798
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Liberia,LBR,47.813
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Libya,LBY,78.052
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Liechtenstein,LIE,14.464
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lithuania,LTU,66.757
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Low & middle income,LMY,45.7286988970232
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Low income,LIC,30.303291489262
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lower middle income,LMC,37.8719703384705
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Luxembourg,LUX,88.547
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Macao SAR, China",MAC,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Madagascar,MDG,31.938
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Malawi,MWI,15.544
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Malaysia,MYS,70.912
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Maldives,MDV,36.434
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Mali,MLI,35.999
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Malta,MLT,94.072
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Marshall Islands,MHL,73.568
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Mauritania,MRT,46.588
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Mauritius,MUS,41.555
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Mexico,MEX,77.815
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Micronesia, Fed. Sts.",FSM,22.298
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa,MEA,62.6566219963199
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa (excluding high income),MNA,59.050954739784
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,58.877200710604
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle income,MIC,47.297327317667
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Moldova,MDA,42.62
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Monaco,MCO,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Mongolia,MNG,67.567
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Montenegro,MNE,64.14
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Morocco,MAR,58.018
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Mozambique,MOZ,31.83
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Myanmar,MMR,28.885
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Namibia,NAM,41.616
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Nauru,NRU,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Nepal,NPL,16.768
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Netherlands,NLD,87.134
Urban population (% of total population),SP.URB.TOTL.IN.ZS,New Caledonia,NCL,67.102
Urban population (% of total population),SP.URB.TOTL.IN.ZS,New Zealand,NZL,86.16
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Nicaragua,NIC,56.917
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Niger,NER,16.221
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Nigeria,NGA,43.48
Urban population (% of total population),SP.URB.TOTL.IN.ZS,North America,NAC,80.7919856371466
Urban population (% of total population),SP.URB.TOTL.IN.ZS,North Macedonia,MKD,57.089
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Northern Mariana Islands,MNP,90.949
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Norway,NOR,79.102
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Not classified,INX,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,OECD members,OED,78.9865825881438
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Oman,OMN,75.161
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Other small states,OSS,57.4766566114015
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pacific island small states,PSS,36.8584827368053
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pakistan,PAK,34.997
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Palau,PLW,74.817
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Panama,PAN,65.14
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Papua New Guinea,PNG,13.019
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Paraguay,PRY,59.261
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Peru,PER,76.43
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Philippines,PHL,45.332
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Poland,POL,60.892
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Portugal,PRT,60.567
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Post-demographic dividend,PST,79.8551387600234
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pre-demographic dividend,PRE,36.8724271691792
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Puerto Rico,PRI,93.825
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Qatar,QAT,98.501
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Romania,ROU,53.829
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Russian Federation,RUS,73.687
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Rwanda,RWA,16.934
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Samoa,WSM,20.078
Urban population (% of total population),SP.URB.TOTL.IN.ZS,San Marino,SMR,95.74
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sao Tome and Principe,STP,64.952
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Saudi Arabia,SAU,82.084
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Senegal,SEN,43.773
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Serbia,SRB,54.993
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Seychelles,SYC,53.336
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sierra Leone,SLE,38.856
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Singapore,SGP,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sint Maarten (Dutch part),SXM,100
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Slovak Republic,SVK,54.685
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Slovenia,SVN,52.658
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Small states,SST,54.7873131904869
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Solomon Islands,SLB,20.048
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Somalia,SOM,39.31
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Africa,ZAF,62.218
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Asia,SAS,30.8173672554446
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Asia (IDA & IBRD),TSA,30.8173672554446
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Sudan,SSD,17.86
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Spain,ESP,78.442
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sri Lanka,LKA,18.226
Urban population (% of total population),SP.URB.TOTL.IN.ZS,St. Kitts and Nevis,KNA,31.322
Urban population (% of total population),SP.URB.TOTL.IN.ZS,St. Lucia,LCA,18.45
Urban population (% of total population),SP.URB.TOTL.IN.ZS,St. Martin (French part),MAF,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,St. Vincent and the Grenadines,VCT,48.961
